srp,price_info,room_info,size_info,main_info,possession_info,nearby_places,Airport,Hospital,Market
srp-893,₹1.0 CrEMI,"3 BHK, 3 BHK, 3 BHK",1750 sq.ft,"₹1.0 CrEMI starts at ₹49.65 K3 BHK Flat for sale in NayapalliProject NameNeelachal Brundaban MidTownBuiltup area1750 sq.ftAverage Price₹5.71k/sq.ft3 BHK Apartment for sale in Bhubaneswar. This property is in IRC Village, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bhubaneswar's best properties. Contact now for more details. This property in Bhubaneswar is on floor 3. The total number of floors in this Apartment is 4. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because ...more5",,"N-3/217 , AISECT, NSDC STATE RESOURCE CENTERis 0.5 km awayUsthi Hospital & Research Centreis 1.5 km awaymore...CChittaranjanAgentupdated 2 days agoView PhoneContact Seller",No,Yes,No
srp-894,₹1.5 CrEMI,"3 BHK, 3 BHK",1850 sq.ft,"10% off on registration fee₹1.5 CrEMI starts at ₹74.47 K3 BHK Villa for sale in OrakalProject NameSampurna Royal OrchidBuiltup area1850 sq.ftAverage Price₹8.11k/sq.ftProperty for sale in Orakal, Bhubaneswar. This 3 BHK Villa is located in Bhubaneswar's most promising location. This property is posted by owner and there is no brokerage involved. This Villa's price is Rs 1.5 Cr. Homebuyers will also need to pay Rs 2000 towards maintenance. This Villa is a spacious unit, with carpet area of 1850 square_feet and is ideal for families. The built-up area is 1850 square_feet. ...more5",,UTKALIKA NRUTYANUSTANis 1.4 km awaySalamatak Healthcare and Fertility Centeris 4.6 km awaymore...Manoj Kumar KarOwnerupdated yesterdayView PhoneContact Owner,No,No,No
srp-895,₹75.0 LEMI,"4 BHK, 4 BHK, 4 BHK",2200 sq.ft,"Zero brokerage ● Free car parking ● 10% off on registration fee₹75.0 LEMI starts at ₹39.72 K4 BHK Independent Builder Floor for sale in SundarpadaProject NameOAIS HOMESBuiltup area2200 sq.ftAverage Price₹3.41k/sq.ft3 km from POLICE STATION
5 KM FROM AIR PORT
10 KM FROM RAILWAY STATION
6 KM FROM CAPITAL HOSPITAL
3 KM FROM DAV PUBLIC SCHOOL
5 KM FROM ADITYA BIRLA SCHOOL
5 KM FROM XUB More About This Property A 4 BHK Independent Floor for sale in Sundarpada, Bhubaneswar. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Sundarpada's most desired proper...more5",,"Kalinga Vidyapeeth, Sundarpadais 0.1 km awaySalamatak Healthcare and Fertility Centeris 0.2 km awaymore...TSThe Square FeetOwnerupdated 2 days agoView PhoneContact Owner",No,No,No
srp-896,₹24.0 LEMI,,1200 sq.ft,"₹24.0 LEMI starts at ₹12.71 KResidential Plot for sale in PatiaPlot area1200 sq.ftAverage Price2.0k/sq.ftPrice₹24.0 LResidential plot for sale near Rajdhani engineering college,at Rokat, immediate construction plot, including all facilities.like, conversion, mutation and electrification, road development. More About This Property 1200 square_feet Plot for sale in Patia, Bhubaneswar. This land has a dimension of 40.0 ft length 30.0 ft width. Price. This is a corner plot. The plot is North-East facing. There are 1 open side...more5",,KIIT School Of Fashion Technologyis 1.6 km awayUPHC Sikharchandiis 1.1 km awaymore...SRSashikant RoutAgentupdated 3 days agoView PhoneContact Seller,No,No,No
srp-897,₹21.6 LEMI,,1200 sq.ft,"₹21.6 LEMI starts at ₹11.44 KResidential Plot for sale in PatiaPlot area1200 sq.ftAverage Price1.8k/sq.ftPrice₹21.6 LResidential plot for sale near ODM global school, immediate construction plot, including conversion, mutation and electrification.ghara bari plot available. More About This Property 1200 square_feet Plot for sale in Patia, Bhubaneswar. This land has a dimension of 40.0 ft length 30.0 ft width. Price. This is a corner plot. The plot is North-East facing. There are 1 open sides for this plot. The width of the...more5",,KIIT School Of Fashion Technologyis 1.6 km awayUPHC Sikharchandiis 1.1 km awaymore...SRSashikant RoutAgentupdated 3 days agoView PhoneContact Seller,No,No,No
srp-898,₹11.2 LEMI,,2000 sq.ft,"₹11.2 LEMI starts at ₹5.93 KResidential Plot for sale in Mancheswar Industrial EstatePlot area2000 sq.ftAverage Price560.00/sq.ftPrice₹11.2 L2000 square_feet Plot for sale in Mancheswar Industrial Estate, Bhubaneswar. This land has a dimension of 40.0 ft length 50.0 ft width. Price. This is a corner plot. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The most popular landmarks near this plot are Hotel Khata Metha, Radha Raman Assessment Services Private Limited, Institute Of Entrepreneurship Development...more5",,Radha Raman Assessment Services Private Limitedis 0.2 km awayBlue Wheel Hospitalis 0.9 km awaymore...BGBidya Gourab DasOwnerupdated 4 days agoView PhoneContact Owner,No,Yes,No
srp-899,₹40.0 LEMI,,4500 sq.ft,"₹40.0 LEMI starts at ₹21.18 KResidential Plot for sale in ChakeisainiPlot area4500 sq.ftAverage Price888.00/sq.ftPrice₹40.0 L4500 square_feet Plot for sale in Chakeisaini, Bhubaneswar. This land has a dimension of 150.0 ft length 30.0 ft width. This Plot is available at a price of Rs 40.0 L. The average price per sqft is Rs 888.00. Price. This is a corner plot. The plot is South facing. There are 2 open sides for this plot. The width of the facing road is 30.0 mt. This residential land also has a boundary wall. The brokerage amou...more5",,Chakeisihani U.G.U.P Schoolis 0.1 km awayBlue Wheel Hospitalis 1 km awaymore...RRRashmi RanjanOwnerupdated 3 days agoView PhoneContact Owner,No,Yes,No
srp-900,₹1.5 CrEMI,"3 BHK, 3 BHK",2000 sq.ft,"Zero brokerage₹1.5 CrEMI starts at ₹74.47 K3 BHK Flat for sale in ChandrasekharpurProject NameShree Residency ApartmentBuiltup area2000 sq.ftAverage Price₹7.5k/sq.ftLooking for a good 3 BHK Apartment in Chandrasekharpur, Bhubaneswar? This property is in one of Bhubaneswar's most popular locations. This is a no brokerage property. This Apartment is available for Rs 1.5 Cr. This modern unit has a built-up area of 2000 Square feet. The carpet area of this Apartment is 1800 Square feet. There are 3 bedrooms and 3 bathroom. Lift is available in this Apartment. Cctv facility...more5",,Damana High Schoolis 0.6 km awayHospihome | Stroke care | Paralysis | Neurological disorder | Old age care | Rehabilitationis 0.5 km awaymore...SSatyabrat1000Ownerupdated 3 days agoView PhoneContact Owner,No,No,No
srp-901,₹22.49 LEMI,,1500 sq.ft,"₹22.49 LEMI starts at ₹11.91 KResidential Plot for sale in MendhasalaPlot area1500 sq.ftAverage Price1.5k/sq.ftPrice₹22.49 L1500 Square feet Plot for sale in Mendhasala, Bhubaneswar. This land has a dimension of 50.0 mt length 30.0 mt width. This Plot is available at a price of Rs 22.49 L. The average price per sqft is Rs 1.5k. Price. This is a corner plot. This residential land also has a boundary wall. The brokerage amount to be paid is Rs 0. The most popular landmarks near this plot are Panchabati Restaurant - Cafeteria, Mend...more5",,Aspire SHS Schoolis 1.1 km awayMendhasal Community Health Centeris 0.8 km awaymore...AAlivaOwnerupdated 3 days agoView PhoneContact Owner,No,No,No
srp-902,₹12.0 LEMI,,1000 sq.ft,"₹12.0 LEMI starts at ₹6.35 KResidential Plot for sale in PatrapadaPlot area1000 sq.ftAverage Price1.2k/sq.ftPrice₹12.0 L1000 square_feet Plot for sale in Patrapada, Bhubaneswar. This land has a dimension of 20.0 ft length 50.0 ft width. Price. This is a corner plot. The width of the facing road is 22.0 mt. This residential land also has a boundary wall. The most popular landmarks near this plot are Little kitchen (MALAYALI) The taste of heaven, LAL MIRCHI, Spice Inn Restaurantmore5",,"Saraswati Sishu Vidya Mandiris 0.2 km awayAll India Institute of Medical Sciences, Bhubaneswaris 0.1 km awaymore...SPSudam ParidaAgentupdated 5 days agoView PhoneContact Seller",No,Yes,No
srp-903,₹40.0 LEMI,,2000 sq.ft,"₹40.0 LEMI starts at ₹21.18 KResidential Plot for sale in TamandoPlot area2000 sq.ftAverage Price2.0k/sq.ftPrice₹40.0 L2000 Square feet Plot for sale in Tamando, Bhubaneswar. This land has a dimension of 50.0 mt length 40.0 mt width. This Plot is available at a price of Rs 40.0 L. The average price per sqft is Rs 2.0k. Price. The name of the project is Infovalley. The brokerage amount to be paid is Rs 0. The most popular landmarks near this plot are HOTEL SAI ANNAPURNA, Hotel & Fast Food, and JAY JAGANNATH SWEETS & SNACKSmore5",,Ajay Higher Secondary Schoolis 0.7 km awaySmart City Smilesis 5.8 km awaymore...BSBiswapratap SwainOwnerupdated 3 days agoView PhoneContact Owner,No,No,No
srp-904,₹1.07 CrEMI,"3 BHK, 3 BHK, 3 BHK",1590 sq.ft,"₹1.07 CrEMI starts at ₹53.12 K3 BHK Flat for sale in MadanpurProject NameDN FairytaleBuiltup area1590 sq.ftAverage Price₹6.73k/sq.ftCheck out this 3 BHK Apartment for sale in Madanpur, Bhubaneswar. This 3 BHK Apartment is perfect for a modern-day lifestyle. Madanpur is a promising location in Bhubaneswar and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 15. The total number of floors in this project is 15. The property's price is Rs 1.07 Cr. Residents in this property pay Rs 30...more5",,"Government High School, Madanpuris 0.8 km awayDr. Mahesh Sultania, Head and Neck Oncology (Oral and Thyroid Cancer), Bhubaneswar, Odishais 3.9 km awaymore...RSRK SAHOOAgentupdated 3 days agoView PhoneContact Seller",No,No,No
srp-905,₹14.39 LEMI,,1400 sq.ft,"Zero GST charges ● Zero brokerage₹14.39 LEMI starts at ₹7.62 KResidential Plot for sale in AlarpurPlot area1400 sq.ftAverage Price1.03k/sq.ftPrice₹14.39 L1400 square_feet Plot for sale in Alarpur, Bhubaneswar. This land has a dimension of 48.0 ft length 29.0 ft width. This Plot is available at a price of Rs 14.39 L. The average price per sqft is Rs 1.03k. Price. This is a corner plot. The plot is North facing. There are 1 open sides for this plot. The width of the facing road is 34.0 mt. This residential land also has a boundary wall. The brokerage amount to...more5",,Maa Jagulai Saraswati Shishu Mandiris 0.2 km awayVIKASH HOSPITAL BHUBANESWARis 3.3 km awaymore...Ramesh MeherOwnerupdated 4 days agoView PhoneContact Owner,No,Yes,No
srp-906,₹1.5 CrEMI,"2 BHK, 2 BHK",1000 sq.ft,Free car parking₹1.5 CrEMI starts at ₹74.47 K2 BHK Villa for sale in PatiaProject NamePrasanti vihar patiaBuiltup area1000 sq.ftAverage Price₹15.0k/sq.ftOne of the finest property in Patia is now available for sale. This is a 2 BHK Villa posted directly by owner. Make it yours now. The price of this Villa is Rs 1.5 Cr. This Villa is spacious with a built-up area of 1000 Square feet. The carpet area is 876 Square feet. It is a South-facing property with a good view. There are 2 bedrooms and 2 bathroom. It is also close to good and reputed hospitals like UPHC...more5,,KIIT School Of Fashion Technologyis 1.6 km awayUPHC Sikharchandiis 1.1 km awaymore...MMMahima Mayee PriyadarshiniOwnerupdated 4 days agoView PhoneContact Owner,No,No,No
srp-907,₹56.81 LEMI,"2 BHK, 3BHK, 2BHK",700 sq.ft,"₹56.81 LEMI starts at ₹30.08 K2 BHK Flat for sale in PatiaProject NameINFYSON PALACEBuiltup area700 sq.ftAverage Price₹8.12k/sq.ft🏡 Book your Premium 3BHK & 2BHK  Flat  near KIIT UNIVERSITY.

✅INFYSON PALACE ✅

* Prime Location in front of ODM GLOBAL SCHOOL.
* 3 Km ride From KIIT & KIMS
* 5km From TCS, INFOSYS, WIPRO now after connecting the road from pathargadia to baranga pitapalli road 3km only.
* 4.5 km from SAI international school and ODM International school.
* Price including Cover car parking,24 hrs power supply, Lift with w...more5",,"JEMADEI U.P. SCHOOLis 2.3 km awayKeya Fertility IVF & Ultrasound , Khordha , Ganjam , Brahmapuris 1.8 km awaymore...SPSomanath PandaAgentupdated 4 days agoView PhoneContact Seller",No,No,No
srp-908,₹1.27 CrEMI,"4 BHK, 4 BHK, 4 BHK",1800 sq.ft,"₹1.27 CrEMI starts at ₹63.05 K4 BHK Flat for sale in RaghunathpurProject NameGP ENCLAVEBuiltup area1800 sq.ftAverage Price₹7.06k/sq.ft4 BHK Apartment for sale in Bhubaneswar. This property is in Raghunathpur, which is a coveted investment location. This tastefully designed 4 BHK unit is among Bhubaneswar's best properties. Contact now for more details. This property in Bhubaneswar is on floor 2. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 1.27 Cr. Monthly maintenance charges come to Rs 1000. It is b...more5",,SHREE LINGARAJA INFOSOLis 1.2 km awayClinic of Laparoscopic surgery Dr Tanmaya Pandais 0.9 km awaymore...SPSomanath PandaAgentupdated 4 days agoView PhoneContact Seller,No,Yes,No
srp-909,₹1.17 CrEMI,"3 BHK, 3 BHK",1610 sq.ft,"₹1.17 CrEMI starts at ₹58.09 K3 BHK Flat for sale in RasulgarhProject NameKhushi Kalinga HouseBuiltup area1610 sq.ftAverage Price₹7.27k/sq.ftProperty for sale in Rasulgarh, Bhubaneswar. This 3 BHK Apartment is located in Bhubaneswar's most promising location. It is on floor 1. The total number of floors in this building is 5. This Apartment's price is Rs 1.17 Cr. This Apartment is a spacious unit, with carpet area of 1250 Square feet and is ideal for families. The built-up area is 1610 Square feet. The property has 3 bedrooms and 3 bathroom. Thi...more5",,St. Xavier International Schoolis 1.9 km awayBlue Wheel Hospitalis 3.3 km awaymore...BNBiswajit NayakAgentupdated 3 days agoView PhoneContact Seller,No,Yes,No
srp-910,₹26.0 LEMI,,600 sq.ft,"₹26.0 LEMI starts at ₹13.77 KResidential Plot for sale in PahalaPlot area600 sq.ftAverage Price4.33k/sq.ftPrice₹26.0 L600 square_feet Plot for sale in Pahala, Bhubaneswar. This land has a dimension of 30.0 ft length 20.0 ft width. Price. This is a corner plot. The width of the facing road is 20.0 mt. This residential land also has a boundary wall. The most popular landmarks near this plot are Niranjan Tutorials, R/B's kitchen, Omm Shree Jagannath chhapanbhogmore5",,Kidozoneis 2.6 km awayNaharkanta UPHCis 3.4 km awaymore...ISIshu SharmaOwnerupdated 6 days agoView PhoneContact Owner,No,No,No
srp-911,₹17.5 LEMI,,1200 sq.ft,"Zero brokerage₹17.5 LEMI starts at ₹9.27 KResidential Plot for sale in ArisolPlot area1200 sq.ftAverage Price1.46k/sq.ftPrice₹17.5 L1200 Square feet Plot for sale in Arisol, Bhubaneswar. This land has a dimension of 40.0 mt length 30.0 mt width. This Plot is available at a price of Rs 17.5 L. The average price per sqft is Rs 1.46k. Price. The plot is North facing. The width of the facing road is 30.0 mt. The brokerage amount to be paid is Rs 0. The most popular landmarks near this plot are Dr. Mahesh Sultania, Head and Neck Oncology (Or...more5",,"G D GOENKA PUBLIC SCHOOLis 2.6 km awayDr. Mahesh Sultania, Head and Neck Oncology (Oral and Thyroid Cancer), Bhubaneswar, Odishais 2.4 km awaymore...MMaheshOwnerupdated 5 days agoView PhoneContact Owner",No,No,No
srp-912,₹58.98 LEMI,"2 BHK, 2 BHK, 2 BHK",1113 sq.ft,"Zero brokerage ● Free car parking₹58.98 LEMI starts at ₹31.23 K2 BHK Flat for sale in PatiaProject NameSomu Residency phase 4Builtup area1113 sq.ftAverage Price₹5.3k/sq.ftBest 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bhubaneswar's top location, Patia. The property price of this unit is Rs 58.98 L. The carpet area of this unit is 856 Square feet. The built-up area is 1113 Square feet. There are 2 bedrooms and 2 bathroom. This property in Patia, Bhubaneswar has lift f...more5",,KIIT School Of Fashion Technologyis 1.6 km awayUPHC Sikharchandiis 1.1 km awaymore...OMOmkar MahapatraOwnerupdated 5 days agoView PhoneContact Owner,No,No,No
srp-913,₹66.0 LEMI,"2 BHK, 2 BHK, 2 BHK",1100 sq.ft,"₹66.0 LEMI starts at ₹34.95 K2 BHK Flat for sale in PatiaProject NameSomu resendency phase 4Builtup area1100 sq.ftAverage Price₹6.0k/sq.ftBDA and RERA approval project located near nandan vihar More About This Property Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bhubaneswar's top location, Patia. It is situated on floor 3. The total number of floors in this Apartment is 5. The property price of this unit is Rs 66.0 L. Monthly maint...more5",,KIIT School Of Fashion Technologyis 1.6 km awayUPHC Sikharchandiis 1.1 km awaymore...SDShilpa DeyOwnerupdated 5 days agoView PhoneContact Owner,No,No,No
srp-914,₹10.8 LEMI,,1200 sq.ft,"Free registration ● Zero brokerage₹10.8 LEMI starts at ₹5.72 KResidential Plot for sale in PatrapadaPlot area1200 sq.ftAverage Price900.00/sq.ftPrice₹10.8 L1200 Square feet Plot for sale in Patrapada, Bhubaneswar. This land has a dimension of 40.0 mt length 30.0 mt width. This Plot is available at a price of Rs 10.8 L. The average price per sqft is Rs 900.0. Price. This is a corner plot. The width of the facing road is 30.0 mt. The brokerage amount to be paid is Rs 0. The most popular landmarks near this plot are Little kitchen (MALAYALI) The taste of heaven, ...more5",,"Saraswati Sishu Vidya Mandiris 0.2 km awayAll India Institute of Medical Sciences, Bhubaneswaris 0.1 km awaymore...ABAchyutananda BalOwnerupdated 5 days agoView PhoneContact Owner",No,Yes,No
