srp,price_info,room_info,size_info,main_info,possession_info,nearby_places,Airport,Hospital,Market
srp-245,₹2.04 CrEMI,4 BHK,3017 sq.ft,"JMR Realty500+ Buyers ServedHousing Expert ProLocality Champion₹2.04 CrEMI starts at ₹1.01 Lacs4 BHK Flat for sale in PatrapadaBuiltup area3017 sq.ftAverage Price₹6.76k/sq.ftMain entrance facingNorth FacingProperty HighlightsSwimming PoolGymnasiumIndoor Game RoomCommunity HallIntroducing our luxurious green park apartments, located in the bustling neighborhood of Patrapada in Bhubaneswar. Our apartments offer a perfect blend of comfort, style, and convenience, making them an ideal choice for modern-day living.Our apartments boast a range of luxurious amenities that are designed to cater to your every need. From a fully equipped gymnasium to a rooftop swimming pool, we have every...more5",,Saraswati Sishu Vidya Mandiris 0.2 km awayAll India Institute Of Medical Sciencesis 0.1 km awaymore...updated 5 weeks agoView PhoneContact Seller,No,Yes,No
srp-246,₹1.65 CrEMI,3 BHK,2430 sq.ft,"JMR Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.65 CrEMI starts at ₹82.04 K3 BHK Flat for sale in JharapadaProject NameAnantaraBuiltup area2430 sq.ftAverage Price₹6.8k/sq.ftProperty HighlightsGymnasiumSwimming PoolLandscaped GardenCommunity HallExperience the pinnacle of luxury living at Anantara, located in the prestigious Jharapada neighborhood of Bhubaneswar. Our exclusive residential flats offer a fusion of modern amenities and timeless elegance, providing residents with an unparalleled lifestyle. From meticulously landscaped gardens to cutting-edge fitness centers and inviting swimming pools, every aspect of Anantara is designed to exceed exp...more5",,"Doon School of Excellence, New Maninagaris 0.5 km awayJivan Gastro And Gynec Hospital | Liver Hospital | Maternity Hospital | Gastroenterologist | Pregnancy Care in vastralis 0.2 km awaymore...updated 6 weeks agoView PhoneContact Seller",No,Yes,No
srp-247,₹1.07 CrEMI,"3 BHK, 3BHK",1795 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.07 CrEMI starts at ₹53.14 K3 BHK Flat for sale in GhatikiaProject NameTrident Galaxy 3Builtup area1795 sq.ftAverage Price₹5.96k/sq.ftProperty HighlightsAmphitheatreChildren Play AreaPhysically Disabled FriendlyGymnasiumA 3BHK (3 Bedroom Hall Kitchen) apartment with modern amenities is a contemporary residential unit designed to provide comfortable and convenient living for a family.

The apartment consists of three spacious bedrooms, each designed to accommodate a double bed, wardrobe, and other essential furniture.
The bedrooms feature large windows, allowing plenty of natural light and offering views of the surroundings...more5",,Gurukul Vidya Mandiris 0.3 km awayIGKC Multispecialty Hospitalis 1.3 km awaymore...updated 7 weeks agoView PhoneContact Seller,No,Yes,No
srp-248,₹85.0 LEMI,2 BHK,1185 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹85.0 LEMI starts at ₹42.2 K2 BHK Flat for sale in TamandoProject NamemesmeriseBuiltup area1185 sq.ftAverage Price₹7.17k/sq.ftProperty HighlightsChildren Play AreaAmphitheatreGymnasiumBadminton CourtWe are coming up with a World Class Township in South Bhubaneswar, a concept Never
Seen Before in Bhubaneswar, with Premium 2 & 3 Bed Condos just Under a Crore. It's a once
in a lifetime kind of opportunity and the launch is happening on April 15 - Pana Sankranti.
This project is located on NH 16, very close to Taj Vivanta and a large scale project with 1000+
apartments & a high rise lifestyle with up to 34...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 7 weeks agoView PhoneContact Seller,No,No,No
srp-249,₹1.07 CrEMI,"3 BHK, 3BHK",1791 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.07 CrEMI starts at ₹53.02 K3 BHK Flat for sale in GhatikiaProject NameTrident Galaxy 3Builtup area1791 sq.ftAverage Price₹5.96k/sq.ftProperty HighlightsChildren Play AreaKid's PoolIndoor Game RoomAmphitheatreA 3BHK (3 Bedroom Hall Kitchen) apartment with modern amenities is a contemporary residential unit designed to provide comfortable and convenient living for a family.

The apartment consists of three spacious bedrooms, each designed to accommodate a double bed, wardrobe, and other essential furniture.
The bedrooms feature large windows, allowing plenty of natural light and offering views of the surroundings...more5",,Gurukul Vidya Mandiris 0.3 km awayIGKC Multispecialty Hospitalis 1.3 km awaymore...updated 7 weeks agoView PhoneContact Seller,No,Yes,No
srp-250,₹1.01 CrEMI,"3 BHK, 3BHK",1687 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.01 CrEMI starts at ₹50.05 K3 BHK Flat for sale in GhatikiaProject NameTrident Galaxy 3Builtup area1687 sq.ftAverage Price₹5.98k/sq.ftProperty HighlightsAmphitheatreKid's PoolGymnasiumIndoor Game RoomA 3BHK (3 Bedroom Hall Kitchen) apartment with modern amenities is a contemporary residential unit designed to provide comfortable and convenient living for a family.

The apartment consists of three spacious bedrooms, each designed to accommodate a double bed, wardrobe, and other essential furniture.
The bedrooms feature large windows, allowing plenty of natural light and offering views of the surroundings...more5",,Gurukul Vidya Mandiris 0.3 km awayIGKC Multispecialty Hospitalis 1.3 km awaymore...updated 7 weeks agoView PhoneContact Seller,No,Yes,No
srp-251,₹91.31 LEMI,3 BHK,1565 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹91.31 LEMI starts at ₹45.33 K3 BHK Flat for sale in TamandoProject NameSpringvilleBuiltup area1565 sq.ftAverage Price₹5.83k/sq.ftProperty HighlightsAmphitheatreChildren Play AreaGymnasiumIndoor Game RoomWelcome to the haven of luxury and comfort near Tamando, Bhubaneswar. This remarkable apartment present a world of convenience and elegance, where every detail has been meticulously crafted to exceed your expectations. Immerse yourself in the spaciousness of thoughtfully designed interior, offering a seamless blend of style and functionality. Indulge in breathtaking views from your private balcony and exper...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 7 weeks agoView PhoneContact Seller,No,No,No
srp-252,₹91.31 LEMI,"3 BHK, 3 BHK",1566 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality ChampionZero brokerage ● Free car parking₹91.31 LEMI starts at ₹45.33 K3 BHK Flat for sale in TamandoProject NameSpringville GreensBuiltup area1566 sq.ftAverage Price₹5.83k/sq.ftProperty HighlightsAmphitheatreCommunity HallGymnasiumFootball FieldSpringville Greens is a perfect blend between scenic beauty and strategic convenience. This futuristic, eco friendly project is packed with uncluttered nature overflowing with modern luxuries that gives you the feel living in a green retreat. Beautiful three bedroom Old Town apartment with magnificent view with spacious terrace and fully equipped kitchen and two bathrooms.  More About This Property A 3 BHK ...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 7 weeks agoView PhoneContact Seller,No,No,No
srp-253,₹95.81 LEMI,3 BHK,1565 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality ChampionZero brokerage ● Free car parking₹95.81 LEMI starts at ₹47.57 K3 BHK Flat for sale in TamandoProject NameSpringville GreensBuiltup area1565 sq.ftAverage Price₹6.12k/sq.ftProperty HighlightsAmphitheatreIndoor Game RoomKid's PoolCommunity HallNestled within Springville Greens lies the exquisite epitome of a harmonious union between breathtaking natural beauty and strategic convenience. This visionary, eco-conscious project seamlessly integrates unspoiled nature with contemporary luxuries, fashioning an idyllic oasis that embodies the essence of green living. Allow yourself to be fully immersed in the enchanting embrace of this extraordinary thre...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 7 weeks agoView PhoneContact Seller,No,No,No
srp-254,₹99.4 LEMI,"3 BHK, 3 BHK, 3 BHK, 3 BHK",1420 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹99.4 LEMI starts at ₹49.35 K3 BHK Flat for sale in TamandoProject NameMemesriseBuiltup area1420 sq.ftAverage Price₹7.0k/sq.ftProperty HighlightsLibraryChildren Play AreaCommunity HallIndoor Game Room3 BHK Apartment for sale in Tamando, Bhubaneswar with modern-day amenities. The Apartment is in Tamando which is a promising investment destination in Bhubaneswar. This might be your chance to grab the best 3 BHK property for sale in Tamando. The property is on floor 15 and the total number of floors is 32. This 3 BHK Apartment is available at a reasonable price of Rs 99.4 L. Residents also need to pay main...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 8 weeks agoView PhoneContact Seller,No,No,No
srp-255,₹1.07 CrEMI,"3 BHK, 3BHK",1786 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.07 CrEMI starts at ₹52.88 K3 BHK Flat for sale in GhatikiaProject NameTrident Galaxy 3Builtup area1786 sq.ftAverage Price₹5.96k/sq.ftProperty HighlightsFootball FieldCommunity HallBadminton CourtChildren Play AreaA 3BHK (3 Bedroom Hall Kitchen) apartment with modern amenities is a contemporary residential unit designed to provide comfortable and convenient living for a family.

The apartment consists of three spacious bedrooms, each designed to accommodate a double bed, wardrobe, and other essential furniture.
The bedrooms feature large windows, allowing plenty of natural light and offering views of the surroundings...more5",,Gurukul Vidya Mandiris 0.3 km awayIGKC Multispecialty Hospitalis 1.3 km awaymore...updated 8 weeks agoView PhoneContact Seller,No,Yes,No
srp-256,₹1.14 CrEMI,3 BHK,1610 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.14 CrEMI starts at ₹56.6 K3 BHK Flat for sale in TamandoProject NameMesmeriseBuiltup area1610 sq.ftAverage Price₹7.08k/sq.ftProperty HighlightsAmphitheatreBadminton CourtChildren Play AreaSpa/Sauna/SteamWe are coming up with a World Class Township in South Bhubaneswar, a concept Never
Seen Before in Bhubaneswar, with Premium 2 & 3 Bed Condos just Under a Crore. It's a once
in a lifetime kind of opportunity and the launch is happening on April 15 - Pana Sankranti.
This project is located on NH 16, very close to Taj Vivanta and a large scale project with 1000+
apartments & a high rise lifestyle with up to 34...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 8 weeks agoView PhoneContact Seller,No,No,No
srp-257,₹99.4 LEMI,3 BHK,1420 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹99.4 LEMI starts at ₹49.35 K3 BHK Flat for sale in TamandoProject NamemesmeriseBuiltup area1420 sq.ftAverage Price₹7.0k/sq.ftProperty HighlightsGymnasiumCommunity HallSpa/Sauna/SteamBadminton CourtWe are coming up with a World Class Township in South Bhubaneswar, a concept Never
Seen Before in Bhubaneswar, with Premium 2 & 3 Bed Condos just Under a Crore.
This project is located on NH 16, very close to Taj Vivanta and a large scale project with 1000+
apartments & a high rise lifestyle with up to 34 floors.
We have tied with some of the Biggest & the Best partners across India and the world to
design ...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 7 weeks agoView PhoneContact Seller,No,No,No
srp-258,₹1.6 CrEMI,"3 BHK, 4BHK",1525 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.6 CrEMI starts at ₹79.43 K3 BHK Flat for sale in Laxmi SagarProject NameKrishna CottageBuiltup area1525 sq.ftAverage Price₹10.49k/sq.ftProperty HighlightsChildren Play AreaPower BackupSecurity GuardsBusiness CenterDiscover the epitome of modern living in this meticulously crafted 4BHK flat, offering an ideal sanctuary for those seeking comfort, style, and functionality. Nestled within a prime location, this residence seamlessly combines quality craftsmanship with contemporary design, promising a lifestyle of luxury and convenience.

Key Features:

Spacious Layout: Step into a thoughtfully designed space that maximize...more5",,"Buxi Jagabandhu English Medium Schoolis 0.4 km awayUrban Primary Health Center, Kalpanais 0.4 km awaymore...updated 8 weeks agoView PhoneContact Seller",No,No,No
srp-259,₹83.4 LEMI,"2 BHK, 2 BHK, 2 BHK",1185 sq.ft,"Surakshya Realty500+ Buyers ServedHousing Expert ProLocality Champion₹83.4 LEMI starts at ₹41.4 K2 BHK Flat for sale in TamandoProject NameMESMERISEBuiltup area1185 sq.ftAverage Price₹7.04k/sq.ftProperty HighlightsChildren Play AreaCommunity HallAmphitheatreBadminton CourtCheck out this 2 BHK Apartment for sale in Tamando, Bhubaneswar. This 2 BHK Apartment is perfect for a modern-day lifestyle. Tamando is a promising location in Bhubaneswar and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 10. The total number of floors in this project is 32. The property's price is Rs 83.4 L. Residents in this property pay Rs 1500 ...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 8 weeks agoView PhoneContact Seller,No,No,No
srp-260,₹1.6 CrEMI,"4 BHK, 2BHK, 3BHK, 4BHK, 4 BHK",2030 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹1.6 CrEMI starts at ₹79.43 K4 BHK Flat for sale in TamandoProject NameMESMERISEDBuiltup area2030 sq.ftAverage Price₹7.88k/sq.ftProperty HighlightsAmphitheatreSwimming PoolGolf CourseGymnasium2BHK , 3BHK AND 4BHK TOTALLY 1008 UNITS AVAILABLE HERE... WITH ALL MODERN AMENITIES ...
NEAR NH 16 , IN FRONT OF INFO VALLEY More About This Property Property for sale in Tamando, Bhubaneswar. This 4 BHK Apartment is located in Bhubaneswar's most promising location. It is on floor 25. The total number of floors in this building is 32. This Apartment's price is Rs 1.6 Cr. Homebuyers will also need to pay Rs ...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 7 days agoView PhoneContact Seller,No,No,No
srp-261,₹1.11 CrEMI,3 BHK,1797 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹1.11 CrEMI starts at ₹55.11 K3 BHK Flat for sale in GhatikiaBuiltup area1797 sq.ftAverage Price₹6.18k/sq.ftMain entrance facingEast FacingProperty HighlightsCommunity HallGated CommunityGymnasiumSwimming PoolThis lovely 3 bhk apartmentflat in kalinganagar is available for sale in one of bhubaneswars most popular projects, t.G 3. This is a eastFacing property. Constructed on a super built up area of 1690 sq.Ft., the flat comprises 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the 2nd floor of this 4 floors tall residential building. Moreover, the flat is currently under construction and posse...more5",,Gurukul Vidya Mandiris 0.3 km awayIGKC Multispecialty Hospitalis 1.3 km awaymore...updated 7 days agoView PhoneContact Seller,No,Yes,No
srp-262,₹2.25 CrEMI,"3 BHK, 3BHK",1848 sq.ft,"JMR Realty500+ Buyers ServedHousing Expert ProLocality Champion₹2.25 CrEMI starts at ₹1.12 Lacs3 BHK Flat for sale in NayapalliProject NameAarna EnclaveBuiltup area1848 sq.ftAverage Price₹12.18k/sq.ftProperty Highlights24x7 SecurityGated CommunityGood Cross VentilationClose to MallAarna Enclave at IRC Village, Nayapalli, Bhubaneswar, offers spacious and luxurious 3BHK apartments that perfectly blend comfort and convenience. Each apartment is thoughtfully designed and equipped with premium fittings, ensuring a high standard of living. Residents can enjoy the comfort of VRV air conditioning and the elegance of Italian marble flooring throughout their homes. Additionally, the enclave pr...more5",,Aaramv Academyis 0.3 km awaySimpleeKare Healthis 0.2 km awaymore...updated todayView PhoneContact Seller,No,No,No
srp-263,₹99.23 LEMI,3 BHK,1276 sq.ft,"OMM CREATION800+ Buyers ServedHousing Expert ProLocality Champion₹99.23 LEMI starts at ₹49.27 K3 BHK Flat for sale in ChandakaProject NameCodename IbhaBuiltup area1276 sq.ftAverage Price₹7.78k/sq.ftProperty HighlightsCycling & Jogging TrackGymnasiumIndoor Game RoomSwimming PoolThis lovely 3bhk apartment flat in evos amani is available for sale in one of bhubaneswar most popular projects. The flat occupies super built up area of 1788sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The property is located on the 10th floor of a 25th floors tall building. This residential property is still under construction and will be available for possession by december 2028. More...more5",,"S.S.V.M,Chandakais 1.4 km awayAhalya Hospitalis 6 km awaymore...updated todayView PhoneContact Seller",No,Yes,No
srp-264,₹2.25 CrEMI,"3 BHK, 3BHK",1849 sq.ft,"JMR Realty500+ Buyers ServedHousing Expert ProLocality Champion₹2.25 CrEMI starts at ₹1.12 Lacs3 BHK Flat for sale in NayapalliProject NameAarna EnclaveBuiltup area1849 sq.ftAverage Price₹12.17k/sq.ftProperty Highlights24x7 SecurityClose to ATMGood Cross VentilationLiftAarna Enclave, located in the heart of IRC Village, Nayapalli, Bhubaneswar, offers spacious and luxurious 3BHK apartments that embody the perfect blend of comfort and convenience. These apartments are thoughtfully designed to cater to modern living, featuring premium fittings that elevate the aesthetic appeal. Each unit is equipped with a state-of-the-art VRV air conditioning system for optimal climate cont...more5",,Aaramv Academyis 0.3 km awaySimpleeKare Healthis 0.2 km awaymore...updated todayView PhoneContact Seller,No,No,No
srp-265,₹100.0 LEMI,"3 BHK, 3 BHK, 3 BHK",1721 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹100.0 LEMI starts at ₹49.65 K3 BHK Flat for sale in RasulgarhProject NameNavya ResidencyBuiltup area1721 sq.ftAverage Price₹5.81k/sq.ftProperty HighlightsGymnasiumGated CommunityPower BackupCommunity HallA MEGA RESIDENTIAL PREMIUM PROJECT NEAR TO MAIN ROAD AT JAGANNATH NAGAR,RASULGARH More About This Property 3 BHK Apartment for sale in Rasulgarh, Bhubaneswar - contact now, for details about the most coveted property. This 3 BHK unit is available in Rasulgarh and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Rasulgarh. It is on floor 4. The total number of floor...more5",,"Bhashyam Schoolis 0.6 km awayPrasad Hospitals - Best Hospital in Kukatpally, Pragatinagar, Bachupally, Nizampetis 2.5 km awaymore...updated todayView PhoneContact Seller",No,Yes,No
srp-266,₹58.0 LEMI,"2 BHK, 2 BHK",1050 sq.ft,"JMR RealtyHousing Expert Pro₹58.0 LEMI starts at ₹30.71 K2 BHK Flat for sale in KhandagiriProject NameRASHMI VIHARBuiltup area1050 sq.ftAverage Price₹5.52k/sq.ftDiscover the perfect blend of comfort and luxury with our ready-to-move 2 BHK flat, designed to meet all your modern living needs. Nestled in a prime location, this spacious apartment boasts state-of-the-art amenities, Enjoy seamless connectivity with nearby schools, shopping centers, and hospitals, making daily life a breeze. Don't miss this opportunity to elevate your lifestyle in a vibrant community. Mov...more5",,Vivekanand Hindi Higher Secondary Schoolis 0.3 km awayISight Eye Hospital (Dr. Ankit Shah)is 1.8 km awaymore...updated yesterdayView PhoneContact Seller,No,Yes,No
srp-267,₹1.27 CrEMI,3 BHK,2331 sq.ft,"JMR Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.27 CrEMI starts at ₹63.05 K3 BHK Villa for sale in PhulnakharaProject NameKrishna DowndownBuiltup area2331 sq.ftAverage Price₹5.45k/sq.ftProperty HighlightsCommunity HallGated Community24x7 SecurityChildren Play Area
Welcome to the exquisite Krishna Downtown, gracefully nestled near the charming locale of Phulnakhara. Merging sophistication with comfort, this RERA & SBI approved duplex project is the epitome of contemporary living. Indulge in a life enriched by an array of modern amenities thoughtfully curated for your utmost delight. Discover a meticulously crafted Club House, a tranquil Swimming Pool that beckons rel...more5",,St. Xavier's High Schoolis 1.2 km awayDr Prasant Kumar Parida Medical Oncologistis 2.7 km awaymore...updated yesterdayView PhoneContact Seller,No,Yes,No
srp-268,₹81.4 LEMI,3 BHK,1481 sq.ft,"JMR RealtyHousing Expert Pro₹81.4 LEMI starts at ₹40.41 K3 BHK Flat for sale in JharapadaProject NameVBL PrimeraBuiltup area1481 sq.ftAverage Price₹5.5k/sq.ftExperience unparalleled luxury at VBL Primera in Kesora, Jharapada, Bhubaneswar. This exquisite apartment boasts contemporary amenities including a cutting-edge gymnasium, EV charging point, indoor games, community hall, and a picturesque landscape garden. Revel in the convenience of a solar water heater, round-the-clock security, and comprehensive CCTV surveillance. With 24x7 power backup, your comfort is ...more5",,Jharapada High Schoolis 0.3 km awayUPHC Jharapadais 0.3 km awaymore...updated yesterdayView PhoneContact Seller,No,No,No
srp-269,₹86.94 LEMI,3 BHK,1086 sq.ft,"Brace Infrastructure Pvt Ltd700+ Buyers ServedHousing Expert ProLocality Champion₹86.94 LEMI starts at ₹43.16 K3 BHK Flat for sale in PatrapadaProject NameThreshold LandmarkBuiltup area1086 sq.ftAverage Price₹8.01k/sq.ftProperty Highlights24x7 SecurityClose to HospitalSwimming PoolYoga RoomStep into a world of luxury living at an unbeatable price. This exquisite property offers a perfect blend of elegance and affordability, featuring classic amenities designed to enhance your lifestyle. Every detail, from the spacious interiors to the premium finishes, reflects a commitment to quality and comfort. Experience the ultimate in luxurious living without compromising on value. Don’t miss the opport...more5",,"Saraswati Sishu Vidya Mandiris 0.2 km awayAll India Institute of Medical Sciences, Bhubaneswaris 0.1 km awaymore...updated yesterdayView PhoneContact Seller",No,Yes,No
srp-270,₹1.19 CrEMI,4 BHK,1492 sq.ft,"Brace Infrastructure Pvt Ltd700+ Buyers ServedHousing Expert ProLocality Champion₹1.19 CrEMI starts at ₹59.29 K4 BHK Flat for sale in BhagawanpurProject NameThreshold LandmarkBuiltup area1492 sq.ftAverage Price₹8.0k/sq.ftProperty HighlightsGated CommunitySwimming PoolSecurity GuardsClose to HospitalOur properties boast premium amenities that elevate your lifestyle:
Unwind in our elegant society room, perfect for gatherings. Stay fit on our scenic jogging track or find zen on our yoga deck. Escape to our lush terrace garden or take a dip in our rooftop pool with breathtaking views. Enjoy cultural events at our amphitheatre.
Indulge in high-end features typically reserved for the ultra-wealthy, now with...more5",,Patrapada Bhagabanpur Govt. High Schoolis 0.6 km awaySmart City Smilesis 1.5 km awaymore...updated yesterdayView PhoneContact Seller,No,No,No
srp-271,₹69.23 LEMI,"3 BHK, 3 BHK, 3 BHK",1505 sq.ft,"JMR Realty500+ Buyers ServedHousing Expert ProLocality Champion₹69.23 LEMI starts at ₹36.66 K3 BHK Flat for sale in PahalaProject NamePadmananda PalaceBuiltup area1505 sq.ftAverage Price₹4.6k/sq.ftProperty HighlightsSwimming PoolCommunity HallGated CommunityChildren Play AreaBest 3 BHK Apartment for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Bhubaneswar's top location, Pahala. It is situated on floor 2. The total number of floors in this Apartment is 5. The property price of this unit is Rs 69.23 L. The built-up area is 1505 square_feet. There are 3 bedrooms and 2 bathroom. This property enjoys a good view and is North-facing. Th...more5",,Kidsville play schoolis 3.5 km awayNaharkanta UPHCis 3.9 km awaymore...updated yesterdayView PhoneContact Seller,No,No,No
srp-272,₹1.04 CrEMI,"3 BHK, 3 BHK, 3 BHK",1836 sq.ft,"JMR Realty500+ Buyers ServedHousing Expert ProLocality Champion₹1.04 CrEMI starts at ₹51.63 K3 BHK Flat for sale in RasulgarhProject NameBT RESIDENCY PHASE3Builtup area1836 sq.ftAverage Price₹5.66k/sq.ftProperty Highlights24x7 SecurityGood Cross VentilationPower BackupClose to MallBest 3 BHK Apartment for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Bhubaneswar's top location, Rasulgarh. It is situated on floor 2. The total number of floors in this Apartment is 5. The property price of this unit is Rs 1.04 Cr. The built-up area is 1836 square_feet. There are 3 bedrooms and 3 bathroom. This property enjoys a good view and is North-facing....more5",,St. Francis Xavier's High Schoolis 0.8 km awaySaaol Heart Center | best Cardiology hospital in Bhubaneshwar | top Cardiology treatment in Bhubaneswaris 2.2 km awaymore...updated yesterdayView PhoneContact Seller,No,Yes,No
srp-273,₹1.1 CrEMI,3 BHK,1373 sq.ft,"Brace Infrastructure Pvt Ltd700+ Buyers ServedHousing Expert ProLocality Champion₹1.1 CrEMI starts at ₹54.57 K3 BHK Flat for sale in KhandagiriProject NameThreshold LandmarkBuiltup area1373 sq.ftAverage Price₹8.01k/sq.ftProperty Highlights24x7 SecuritySwimming PoolPower BackupClose to HospitalStep into a world of luxury living at an unbeatable price. This exquisite property offers a perfect blend of elegance and affordability, featuring classic amenities designed to enhance your lifestyle. Every detail, from the spacious interiors to the premium finishes, reflects a commitment to quality and comfort. Experience the ultimate in luxurious living without compromising on value. Don’t miss the opport...more5",,Brilliant Mindsis 0.2 km awayDoctors Patholab (Diagnostic Service in Bhubaneswar )is 1.6 km awaymore...updated yesterdayView PhoneContact Seller,No,No,No
srp-274,₹95.0 LEMI,"3 BHK, 3 BHK, 3 BHK",1881 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹95.0 LEMI starts at ₹47.16 K3 BHK Independent House for sale in SundarpadaProject NameGAJALAXMI DREAMSBuiltup area1881 sq.ftAverage Price₹5.05k/sq.ftProperty HighlightsChildren Play AreaPower BackupGymnasiumSwimming PoolBDA AND RERA APROVED DUPLEX WITH ALL MODERN AMENITIES AVAILABLE AT SUNDERPADA NEAR HI-TECH PLAZA More About This Property Best 3 BHK Independent House for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Bhubaneswar's top location, Sundarpada. The property price of this unit is Rs 95.0 L. Monthly maintenance costs Rs 3500. The carpet area of this unit is 1650 squar...more5",,"Little Kids Play School, Dumduma And Daycare Centreis 0.8 km awayUCHC Dumudumais 1.1 km awaymore...updated 7 days agoView PhoneContact Seller",No,No,No
srp-275,₹1.4 CrEMI,"4 BHK, 4 BHK, 4 BHK",2500 sq.ft,"COSTAL REALTY PVT LTDHousing Expert Pro₹1.4 CrEMI starts at ₹69.5 K4 BHK Villa for sale in TamandoProject NameR VILLABuiltup area2500 sq.ftAverage Price₹5.6k/sq.ft15 ACRE PREMIOUM VILLA PROJECT  NEAR(500 METER) NH 16 , TAMANDO , INFO VALLY More About This Property A 4 BHK Villa for sale in Tamando, Bhubaneswar. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Tamando's most desired properties. Contact now for more information. The price of this Villa is Rs 1.4 Cr. Maintenance charges come to Rs 3000. Each unit has a built-up area of 250...more5",,MSME Global Biotechnologyis 0.3 km awaySmart City Smilesis 5.1 km awaymore...updated 2 days agoView PhoneContact Seller,No,No,No
srp-276,₹2.17 CrEMI,"3 BHK, 3 BHK, 3 BHK",2632 sq.ft,"OMM CREATION800+ Buyers ServedHousing Expert ProLocality Champion₹2.17 CrEMI starts at ₹1.08 Lacs3 BHK Flat for sale in KhandagiriProject NameFalcon TatvaBuiltup area2632 sq.ftAverage Price₹8.25k/sq.ftProperty HighlightsGymnasiumSwimming PoolRainwater HarvestingCycling & Jogging TrackDiscover a place where every detail, from luxurious amenities to thoughtfully designed spaces, is crafted to enhance your daily life. We're dedicated to creating a thriving community that will soon be your home. More About This Property 3 BHK Apartment for sale in Bhubaneswar. This property is in Khandagiri, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bhubaneswar's b...more5",,Brilliant Mindsis 0.2 km awayDoctors Patholab (Diagnostic Service in Bhubaneswar )is 1.6 km awaymore...updated 2 days agoView PhoneContact Seller,No,No,No
srp-277,₹84.0 LEMI,2 BHK,1185 sq.ft,"Sirishranjannayak100+ Buyers ServedHousing Expert ProLocality Champion₹84.0 LEMI starts at ₹41.7 K2 BHK Flat for sale in PatrapadaProject NameMesmariseBuiltup area1185 sq.ftAverage Price₹7.09k/sq.ftProperty HighlightsBusiness CenterGymnasiumSwimming PoolCricket PitchMesmarize a world class township project now at bhubaneswar. Worlds most elegant lifestyle comes knocking your door. Discover unmatched luxury at an unbelievable price. Project is in beginning stage, constructed in 7 acres of land and having 25 stored tower.2 and 3 bhk flats with world class design, architect, landscape crafted by worlds top experts now in bhubaneswar. The overall design concept is very mod...more5",,"Saraswati Sishu Vidya Mandiris 0.2 km awayAll India Institute of Medical Sciences, Bhubaneswaris 0.1 km awaymore...updated 2 days agoView PhoneContact Seller",No,Yes,No
